candidate_type,dataset,detector,image_id,image_path,risk_level,analysis_class_name,gt_class_name,pred_class_name,object_size_bin,score,iou,best_same_class_iou,best_wrong_class_iou,priority,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2,image_width,image_height,total_gt_in_image,total_predictions_in_image
class_confusion,waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847394172576,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847394172576.png,high,Pedestrian,Pedestrian,Cyclist,small,0.99661237,0.486042,0.248123,0.486042,5.232654,11.579,307.635,22.106,338.817,6.842,305.065,25.911,336.4,640,640,29,12
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857365637432,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365637432.png,high,Pedestrian,Pedestrian,Cyclist,small,0.71871704,0.758424,0.0,0.758424,5.227141,197.661,312.309,206.24,330.403,198.048,308.711,206.404,329.725,640,640,49,20
class_confusion,waymo,retinanet,9114112687541091312_1100_000_1120_000_1544144327216278,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144327216278.png,high,Cyclist,Cyclist,Pedestrian,small,0.57829255,0.880434,0.0,0.880434,5.208727,418.428,317.485,428.429,341.609,417.796,317.547,427.941,341.265,640,640,42,10
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857361137300,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857361137300.png,high,Pedestrian,Pedestrian,Cyclist,small,0.97542149,0.477093,0.369708,0.477093,5.202514,0.0,318.064,12.211,354.514,0.0,305.893,18.618,353.071,640,640,47,35
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857365137457,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365137457.png,high,Pedestrian,Pedestrian,Cyclist,small,0.93065029,0.520268,0.454187,0.520268,5.200918,0.0,315.009,11.79,348.299,0.263,311.91,16.807,355.961,640,640,48,18
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857364637449,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857364637449.png,high,Pedestrian,Pedestrian,Cyclist,small,0.98204184,0.46286,0.442413,0.46286,5.194902,7.053,320.276,19.895,356.937,5.548,313.623,27.129,352.602,640,640,48,20
class_confusion,waymo,faster_rcnn,14931160836268555821_5778_870_5798_870_1507338353631702,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338353631702.png,high,Pedestrian,Pedestrian,Cyclist,small,0.9719007,0.472394,0.0,0.472394,5.194295,347.796,323.121,359.585,360.414,341.748,324.534,365.562,358.531,640,640,5,8
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845079164322,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845079164322.png,high,Cyclist,Cyclist,Pedestrian,small,0.87955225,0.56353,0.461814,0.56353,5.193082,209.372,305.37,219.688,329.073,209.457,293.597,219.863,325.782,640,640,46,47
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857353636054,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857353636054.png,high,Cyclist,Cyclist,Pedestrian,small,0.81556994,0.62739,0.47525,0.62739,5.19296,332.111,321.224,352.111,380.851,330.623,302.311,354.611,380.249,640,640,49,24
class_confusion,waymo,faster_rcnn,4690718861228194910_1980_000_2000_000_1552693983249433,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693983249433.png,high,Pedestrian,Pedestrian,Cyclist,small,0.9987464,0.43232,0.0,0.43232,5.181066,14.982,342.644,26.983,380.5,6.893,347.555,32.054,381.557,640,640,44,14
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847173097422,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173097422.png,high,Pedestrian,Pedestrian,Cyclist,small,0.79185081,0.630844,0.339867,0.630844,5.172695,503.167,314.166,529.693,355.462,504.866,317.15,528.087,346.91,640,640,44,26
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847173097422,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173097422.png,high,Cyclist,Cyclist,Pedestrian,small,0.9343763,0.484857,0.0,0.484857,5.169233,189.898,318.38,221.899,351.248,198.506,315.51,214.967,350.753,640,640,44,26
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267390587932,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267390587932.png,high,Cyclist,Cyclist,Pedestrian,medium,0.65171379,0.763269,0.0,0.763269,5.164983,393.689,331.69,422.742,414.211,392.468,317.635,423.908,411.271,640,640,46,6
class_confusion,kitti,retinanet,004261,data\processed\milestone_3\images\kitti\val\004261.png,high,Pedestrian,Pedestrian,Cyclist,small,0.98018003,0.433063,0.399056,0.433063,5.163243,312.115,318.848,318.217,340.667,311.83,318.679,325.361,339.18,640,640,10,300
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857362637395,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857362637395.png,high,Pedestrian,Pedestrian,Cyclist,small,0.99675518,0.410876,0.0,0.410876,5.157631,96.633,322.699,108.844,346.508,95.488,309.889,114.066,345.34,640,640,48,25
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847173597426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173597426.png,high,Pedestrian,Pedestrian,Cyclist,small,0.59151554,0.802266,0.44053,0.802266,5.143782,509.693,317.537,534.957,364.733,507.214,317.677,535.042,358.897,640,640,42,29
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857350637092,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857350637092.png,high,Pedestrian,Pedestrian,Cyclist,small,0.90687859,0.482421,0.0,0.482421,5.1393,571.905,298.996,586.431,338.607,569.805,299.24,597.141,342.475,640,640,47,22
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144332816253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332816253.png,high,Pedestrian,Pedestrian,Cyclist,small,0.96537912,0.422287,0.450056,0.422287,5.137666,623.59,323.331,634.537,354.303,620.658,313.566,640.0,353.448,640,640,43,20
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144332816253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332816253.png,high,Pedestrian,Pedestrian,Cyclist,small,0.96537912,0.42186,0.381098,0.42186,5.137239,629.064,323.331,640.0,354.303,620.658,313.566,640.0,353.448,640,640,43,20
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845078664302,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845078664302.png,high,Cyclist,Cyclist,Pedestrian,small,0.86803567,0.516779,0.448427,0.516779,5.134815,207.714,307.319,218.504,332.497,208.105,293.356,219.052,329.005,640,640,46,44
class_confusion,waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233628295248,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233628295248.png,high,Cyclist,Cyclist,Pedestrian,small,0.88002145,0.498582,0.0,0.498582,5.128603,417.165,338.923,434.218,362.731,423.039,340.583,433.423,368.055,640,640,31,15
class_confusion,waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721508001085,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721508001085.png,high,Cyclist,Cyclist,Pedestrian,small,0.84044629,0.526874,0.0,0.526874,5.11732,350.322,334.814,360.427,357.148,353.641,338.455,360.749,356.426,640,640,4,3
class_confusion,waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847175597389,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175597389.png,high,Pedestrian,Pedestrian,Cyclist,small,0.96286899,0.383279,0.389616,0.383279,5.096148,10.211,341.732,32.737,390.262,1.26,338.751,42.625,407.704,640,640,35,32
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857368637470,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857368637470.png,high,Pedestrian,Pedestrian,Cyclist,small,0.8225587,0.518653,0.0,0.518653,5.091212,0.0,319.855,12.842,352.723,1.128,312.672,18.69,352.609,640,640,39,24
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144325716300,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144325716300.png,high,Vehicle,Vehicle,Pedestrian,small,0.94700724,0.391704,0.0,0.391704,5.088711,228.846,325.122,248.215,341.556,236.693,316.185,248.66,345.805,640,640,48,13
class_confusion,waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857369137487,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857369137487.png,high,Pedestrian,Pedestrian,Cyclist,small,0.70129269,0.635054,0.0,0.635054,5.086347,6.105,319.644,18.316,354.198,4.176,312.502,19.631,352.946,640,640,40,20
class_confusion,waymo,retinanet,9114112687541091312_1100_000_1120_000_1544144326716290,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144326716290.png,high,Cyclist,Cyclist,Pedestrian,small,0.58515567,0.739969,0.0,0.739969,5.075125,431.881,317.39,442.829,342.378,431.206,315.518,441.271,341.727,640,640,46,11
class_confusion,waymo,faster_rcnn,4690718861228194910_1980_000_2000_000_1552693984249382,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693984249382.png,high,Pedestrian,Pedestrian,Cyclist,small,0.86454886,0.452908,0.268364,0.452908,5.067457,29.264,340.819,45.685,380.64,19.089,345.576,49.035,385.423,640,640,45,15
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857351137187,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857351137187.png,high,Pedestrian,Pedestrian,Cyclist,small,0.89323324,0.423006,0.328799,0.423006,5.066239,0.0,335.025,12.842,367.893,1.661,330.182,21.821,370.57,640,640,47,23
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857365137457,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365137457.png,high,Pedestrian,Pedestrian,Cyclist,small,0.93065029,0.381297,0.280035,0.381297,5.061947,0.0,322.594,9.263,361.362,0.263,311.91,16.807,355.961,640,640,48,18
class_confusion,waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267394587557,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267394587557.png,high,Cyclist,Cyclist,Pedestrian,medium,0.66032261,0.644535,0.363961,0.644535,5.054858,391.881,324.891,417.986,402.468,391.013,301.167,421.754,403.381,640,640,33,24
class_confusion,waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847393172585,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847393172585.png,high,Pedestrian,Pedestrian,Cyclist,small,0.86345369,0.430259,0.0,0.430259,5.043713,102.107,304.264,112.212,331.654,101.94,297.442,119.644,329.287,640,640,42,21
class_confusion,waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267394087559,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267394087559.png,high,Vehicle,Vehicle,Pedestrian,small,0.96738839,0.323637,0.003125,0.323637,5.041025,506.325,306.054,532.851,323.121,513.254,300.437,531.164,344.958,640,640,24,16
class_confusion,waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847393172585,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847393172585.png,high,Pedestrian,Pedestrian,Cyclist,small,0.90379143,0.38217,0.0,0.38217,5.035961,108.143,299.944,118.248,330.073,97.405,293.085,118.571,330.724,640,640,42,18
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845081164383,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081164383.png,high,Cyclist,Cyclist,Pedestrian,small,0.8645398,0.402114,0.346508,0.402114,5.016654,219.204,303.716,227.204,322.425,218.851,290.934,228.734,319.039,640,640,45,49
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988302258459,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302258459.png,high,Pedestrian,Pedestrian,Cyclist,small,0.87019926,0.395023,0.0,0.395023,5.015222,127.686,343.979,134.213,367.366,121.388,343.363,136.845,368.36,640,640,26,23
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144335816195,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144335816195.png,high,Vehicle,Vehicle,Pedestrian,small,0.90794116,0.354071,0.0,0.354071,5.012012,224.53,323.331,247.478,338.712,228.726,315.822,243.192,350.243,640,640,45,14
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988302758714,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302758714.png,high,Vehicle,Vehicle,Pedestrian,small,0.89005595,0.350109,0.392366,0.350109,4.990165,234.741,321.014,266.742,345.665,233.831,314.892,260.061,376.582,640,640,26,16
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857354635133,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857354635133.png,high,Pedestrian,Pedestrian,Cyclist,small,0.72595531,0.511279,0.389758,0.511279,4.987234,43.685,340.398,59.475,381.062,32.987,338.045,60.893,383.048,640,640,57,25
class_confusion,waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847393172585,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847393172585.png,high,Pedestrian,Pedestrian,Cyclist,small,0.90379143,0.331725,0.0,0.331725,4.985516,102.107,304.264,112.212,331.654,97.405,293.085,118.571,330.724,640,640,42,18
class_confusion,waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988302758714,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302758714.png,high,Vehicle,Vehicle,Pedestrian,small,0.89005595,0.345162,0.496581,0.345162,4.985218,226.636,341.872,264.32,366.945,233.831,314.892,260.061,376.582,640,640,26,16
class_confusion,waymo,faster_rcnn,9114112687541091312_1100_000_1120_000_1544144327716284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144327716284.png,high,Pedestrian,Pedestrian,Cyclist,small,0.83979148,0.393128,0.24995,0.393128,4.982919,413.902,318.907,423.586,340.187,406.345,311.343,423.045,340.289,640,640,38,16
class_confusion,waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857351137187,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857351137187.png,high,Pedestrian,Pedestrian,Cyclist,small,0.84418494,0.387699,0.395966,0.387699,4.981884,608.747,302.051,627.485,346.508,605.551,286.731,639.342,350.315,640,640,47,23
class_confusion,waymo,faster_rcnn,2736377008667623133_2676_410_2696_410_1511721498477042,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721498477042.png,high,Vehicle,Vehicle,Pedestrian,small,0.89211106,0.334628,0.481348,0.334628,4.976739,0.632,318.907,40.211,343.979,19.789,317.412,33.443,344.735,640,640,8,5
class_confusion,waymo,yolo,13356997604177841771_3360_000_3380_000_1557267395087510,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267395087510.png,high,Cyclist,Cyclist,Pedestrian,medium,0.62674826,0.598006,0.0,0.598006,4.974754,394.981,324.148,418.981,403.843,392.055,315.285,428.16,403.804,640,640,33,22
class_confusion,waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845080664363,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845080664363.png,high,Cyclist,Cyclist,Pedestrian,small,0.7907359,0.428455,0.363173,0.428455,4.969191,216.425,303.737,224.846,323.331,216.118,292.313,226.037,319.066,640,640,47,49
