partition,global_image_id,image_filename,image_relative_path,label_filename,label_relative_path,annotation_count,is_empty,label_size_bytes,label_sha256
kitti_train,14,000013.png,data/processed/milestone_3/images/kitti/train/000013.png,000013.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000013.txt,1,False,54,a6138400e5b31579858fe6bf0210ba6605e882ae8269620972d9fb3d550cc67f
kitti_train,15,000014.png,data/processed/milestone_3/images/kitti/train/000014.png,000014.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000014.txt,1,False,54,40cc8199505b6b048fc4e61e8956ac6fca96d930d2ced5fa53a52f8de195c95a
kitti_train,16,000015.png,data/processed/milestone_3/images/kitti/train/000015.png,000015.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000015.txt,5,False,270,31e3d04524621edcc11119715c7dfbb02b7171fb984cd531c84d42b97a14afe4
kitti_train,17,000016.png,data/processed/milestone_3/images/kitti/train/000016.png,000016.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000016.txt,5,False,270,d7745611fbda928f0c8575cc66f326ebdebcbd4cb0452dc84dc5159877a94d1c
kitti_train,18,000017.png,data/processed/milestone_3/images/kitti/train/000017.png,000017.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000017.txt,1,False,54,07992cf9a8a7cbacdb0b7263310a9730faff21387fda3a7e7d2248385d615f3e
kitti_train,19,000018.png,data/processed/milestone_3/images/kitti/train/000018.png,000018.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000018.txt,2,False,108,0a84587a67ecd569346a0d95b13d7d3c57f5d2fa03d9e0e84341c52bef53e020
kitti_train,20,000019.png,data/processed/milestone_3/images/kitti/train/000019.png,000019.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000019.txt,4,False,216,32f46e857af0ae9b40883b2ff99bdf9e0944979f39bd11abea8bae18d79d1756
kitti_train,22,000021.png,data/processed/milestone_3/images/kitti/train/000021.png,000021.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000021.txt,8,False,432,3a21ba2abfcc14ed8f4bb1d989b330a0300549d9ae37c25af4a01f8455c8a1aa
kitti_train,23,000022.png,data/processed/milestone_3/images/kitti/train/000022.png,000022.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000022.txt,2,False,108,5574a078ca6038c0211f2bf6f15aa20eadb372b68221ee99e4aeb3b8f3c885e3
kitti_train,24,000023.png,data/processed/milestone_3/images/kitti/train/000023.png,000023.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000023.txt,3,False,162,d99caf655f70a14f3c8c5c37ebba0da61192b7a5a307b1f6e9938faf6c5ebe06
kitti_train,27,000026.png,data/processed/milestone_3/images/kitti/train/000026.png,000026.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000026.txt,2,False,108,f3ca02a395da315367e9d8bb9eefd25ad103ba4b93edd4f28aac805dee010de7
kitti_train,28,000027.png,data/processed/milestone_3/images/kitti/train/000027.png,000027.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000027.txt,2,False,108,2c46d9194c1f43346c17c7e581f1fe87414385ac0ef96005c7662bf938bfe3f9
kitti_train,29,000028.png,data/processed/milestone_3/images/kitti/train/000028.png,000028.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000028.txt,1,False,54,9b4c97d2f0690a06c2c3c92c7d6e287aa90cce7aeabc0df19849e8195f53c1b0
kitti_train,30,000029.png,data/processed/milestone_3/images/kitti/train/000029.png,000029.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000029.txt,1,False,54,c6c616e75cabfa5204b88235ec9f53e4c58c10f6e0c97d0da9281e7ed9b6272a
kitti_train,31,000030.png,data/processed/milestone_3/images/kitti/train/000030.png,000030.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000030.txt,1,False,54,1e02c821c2b1568452c5c5ee0101866cb9399908074a8e032b9e39ec76ed27ff
kitti_train,32,000031.png,data/processed/milestone_3/images/kitti/train/000031.png,000031.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000031.txt,6,False,324,a786e2ba03909db379c1fe6bb26120ecfb588c9ad7957994a6192bd2a7cb1f61
kitti_train,34,000033.png,data/processed/milestone_3/images/kitti/train/000033.png,000033.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000033.txt,2,False,108,81016d00c63dae165bcb8b21e1ac6bd651ef8117f80cee7d4d096e59c24b813f
kitti_train,35,000034.png,data/processed/milestone_3/images/kitti/train/000034.png,000034.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000034.txt,2,False,108,f212bcd74f9e1f9daa53cf923be764d967b9c7d8c21c7e0ecb7f4a94efd2b2c2
kitti_train,37,000036.png,data/processed/milestone_3/images/kitti/train/000036.png,000036.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000036.txt,7,False,378,515f6f04a6d08916414da59c6a9637634c5057a7d68cecd19af6e61818c3260b
kitti_train,39,000038.png,data/processed/milestone_3/images/kitti/train/000038.png,000038.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000038.txt,12,False,648,2d6cd0f1f5c244797ef8793506b05a6e47153ae647d7a181c8ae3079d78c2bbe
kitti_train,40,000039.png,data/processed/milestone_3/images/kitti/train/000039.png,000039.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000039.txt,6,False,324,9109c940dcdd69800fd954ea7c97a29da1987db266754c3e8841083751c10b70
kitti_train,41,000040.png,data/processed/milestone_3/images/kitti/train/000040.png,000040.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000040.txt,2,False,108,11b66f45ac15c426dbc4d4c03bf099a4c14f30fc022ccd01048450eb8133c6d2
kitti_train,42,000041.png,data/processed/milestone_3/images/kitti/train/000041.png,000041.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000041.txt,1,False,54,74c80934bab123f67acb2de84fd1df7f1b4a865d2fe395ab4fed6abc276edd79
kitti_train,44,000043.png,data/processed/milestone_3/images/kitti/train/000043.png,000043.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000043.txt,4,False,216,59ccfeb5b3af99801b14f0a00692203949a3b76e7b485a251ff81cab6e507ca6
kitti_train,45,000044.png,data/processed/milestone_3/images/kitti/train/000044.png,000044.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000044.txt,2,False,108,4b932bc0bdd9152840ca59f5080d028af7eda62d322f089e01a2d86c96a41e5d
kitti_train,46,000045.png,data/processed/milestone_3/images/kitti/train/000045.png,000045.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000045.txt,6,False,324,c2c6e6b2940869d262a8b3224d8e39c51428522e613f6e5fa2f324de3d934b48
kitti_train,47,000046.png,data/processed/milestone_3/images/kitti/train/000046.png,000046.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000046.txt,6,False,324,e865c05a6e78b3940130da21ea35449d5bf0b806fe59ae74865e680e4bbcda4e
kitti_train,49,000048.png,data/processed/milestone_3/images/kitti/train/000048.png,000048.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000048.txt,4,False,216,801a50612e7f3922c5c8f1f8d807ea417895862f4c7b14c963930cbce5c9a9f6
kitti_train,50,000049.png,data/processed/milestone_3/images/kitti/train/000049.png,000049.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000049.txt,18,False,972,c566b02affdcfbbce3a0f81cbd149d13958a91bd26815783e794c80785869bbd
kitti_train,51,000050.png,data/processed/milestone_3/images/kitti/train/000050.png,000050.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000050.txt,5,False,270,a582a951b2f96e43408a78bf4ac413479491e457bb8d6dd026f08a8ab6bc499e
kitti_train,52,000051.png,data/processed/milestone_3/images/kitti/train/000051.png,000051.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000051.txt,2,False,108,1c5e332341eac2d5b7f3e4f54d814534d1d3b71c72e1c71ad74332ec385b6e41
kitti_train,54,000053.png,data/processed/milestone_3/images/kitti/train/000053.png,000053.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000053.txt,7,False,378,80c3a3c0fc8db899bdd9252f9aba5b9b0d8700b4dbe8e8cde153aa9e9bfeea98
kitti_train,55,000054.png,data/processed/milestone_3/images/kitti/train/000054.png,000054.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000054.txt,1,False,54,31d3a598a2ab2f233d83d8bd3afb197ebcb7f2b75cba83135204963dd91ad1bb
kitti_train,56,000055.png,data/processed/milestone_3/images/kitti/train/000055.png,000055.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000055.txt,5,False,270,01d109981b4abb27d49b972f79b8635f2e3ea6c747214feef79c11645da5420a
kitti_train,57,000056.png,data/processed/milestone_3/images/kitti/train/000056.png,000056.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000056.txt,1,False,54,249c85b47bf31e56f97a85a02b43f112b03fc01b786108ba7b2d94905c8d8b06
kitti_train,58,000057.png,data/processed/milestone_3/images/kitti/train/000057.png,000057.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000057.txt,3,False,162,2b46bede1643a07444ada7f20edb6d943681d37caaefad333e1252a2e6d5a6a4
kitti_train,59,000058.png,data/processed/milestone_3/images/kitti/train/000058.png,000058.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000058.txt,1,False,54,27724a809429582b1cf1e3b2d02adf28dcc5a3036d289af60b591ef2fc6e927b
kitti_train,60,000059.png,data/processed/milestone_3/images/kitti/train/000059.png,000059.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000059.txt,5,False,270,c01d1afc4fa83400d787e1157358d98fe6c30d96a93649cdf8eb97699a29acb5
kitti_train,62,000061.png,data/processed/milestone_3/images/kitti/train/000061.png,000061.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000061.txt,5,False,270,fc4a0083da20a7b31dccf383bde14c52818fb7f116ca3da1d6914aba7e748a5f
kitti_train,63,000062.png,data/processed/milestone_3/images/kitti/train/000062.png,000062.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000062.txt,5,False,270,86a6e7089b003787d4ca77464661e303deb71d9f1b18bca22cee8c3dcaa0f117
kitti_train,64,000063.png,data/processed/milestone_3/images/kitti/train/000063.png,000063.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000063.txt,4,False,216,8518d5b76208cf1fac2f9567c551da6b50fd2629b93cd59a233318fdaaa1cb4d
kitti_train,65,000064.png,data/processed/milestone_3/images/kitti/train/000064.png,000064.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000064.txt,4,False,216,dbbaab55fbdb483a954533fbbbdc5561905d87ab303f68a1b49d13d4d602bb28
kitti_train,67,000066.png,data/processed/milestone_3/images/kitti/train/000066.png,000066.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000066.txt,2,False,108,ddd73fec05d850002bf0fdda04a2d6e46a521b1c88568c2af9ea474c96c3f79d
kitti_train,68,000067.png,data/processed/milestone_3/images/kitti/train/000067.png,000067.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000067.txt,6,False,324,caac6fd677c9d0db966b4801e2118a3a13fbb58a963237e0260aa1768d7119d0
kitti_train,69,000068.png,data/processed/milestone_3/images/kitti/train/000068.png,000068.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000068.txt,12,False,648,c996aeca1f8628abade3e1c6ea6430b910df6db8fb614ce83057ff69857dbc0d
kitti_train,70,000069.png,data/processed/milestone_3/images/kitti/train/000069.png,000069.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000069.txt,2,False,108,52fee95abfe720d89ab4ca32efbdb88cfc0bf43686a0e5b169f740a32ea66e34
kitti_train,71,000070.png,data/processed/milestone_3/images/kitti/train/000070.png,000070.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000070.txt,1,False,54,27df99aa8c4c30a05519ee979ef76f7d2d2f7dbc0636edb9bc8a7b764a2e588b
kitti_train,72,000071.png,data/processed/milestone_3/images/kitti/train/000071.png,000071.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000071.txt,1,False,54,572f4390643ae16a6a8c9c556577a05b99e78f675328077c28eea1519e1d003f
kitti_train,73,000072.png,data/processed/milestone_3/images/kitti/train/000072.png,000072.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000072.txt,3,False,162,7255c91cbbd669be2a43d88168f9579af5c6cdf8d729f0caa214c5491561a2c9
kitti_train,74,000073.png,data/processed/milestone_3/images/kitti/train/000073.png,000073.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000073.txt,7,False,378,c15771420f596e7e98d15c6f5e9fa9b1ce74376e3d1ac5edc5f3656f5b1b09bd
kitti_train,75,000074.png,data/processed/milestone_3/images/kitti/train/000074.png,000074.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000074.txt,3,False,162,a2241ab74bd0ed853aae5af7cd3535e4af95e450d84a17c9b3ea1c48e53485c5
kitti_train,76,000075.png,data/processed/milestone_3/images/kitti/train/000075.png,000075.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000075.txt,5,False,270,b83699a33ab10bfc75acf734fffea6d27049bb470c7bd980c633dbaf0a14a40a
kitti_train,77,000076.png,data/processed/milestone_3/images/kitti/train/000076.png,000076.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000076.txt,9,False,486,ec06f724f14c34f86e49e01ecb33a57f72912c99d88539027ca1d5b43c5b556b
kitti_train,78,000077.png,data/processed/milestone_3/images/kitti/train/000077.png,000077.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000077.txt,1,False,54,d3a038608bb0e6877f7aa3d6f23c6fb2ca914c88ee39631aec4dcf0eeee32cf1
kitti_train,80,000079.png,data/processed/milestone_3/images/kitti/train/000079.png,000079.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000079.txt,6,False,324,d2f3aaf05fcdac7e25922914780889576097abe437908d43c1d62df1f404a814
kitti_train,82,000081.png,data/processed/milestone_3/images/kitti/train/000081.png,000081.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000081.txt,2,False,108,ff9e0d06fbaa58a16dd5107faf3bbbd7284e80d8a6b41a24b195cb9dc2dc807c
kitti_train,83,000082.png,data/processed/milestone_3/images/kitti/train/000082.png,000082.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000082.txt,2,False,108,63a7ab95d8725bcaf3b536c097093c4053f567ca48824d6eac32ebb0fa4f37a8
kitti_train,85,000084.png,data/processed/milestone_3/images/kitti/train/000084.png,000084.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000084.txt,2,False,108,66f2aa158710cf8b74e9e071281809ba93641dc6edecf5ff4245c1f0d1c7d583
kitti_train,86,000085.png,data/processed/milestone_3/images/kitti/train/000085.png,000085.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000085.txt,4,False,216,c0b68cc7655c205d5b9bf734b7bc1e0d6b2b75e3247c0732c0b4aed3fd607508
kitti_train,88,000087.png,data/processed/milestone_3/images/kitti/train/000087.png,000087.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000087.txt,6,False,324,fdb3d20d4165b4b5bb24f23532179cafa9b37281478dfd3e4542b787e49f1db8
kitti_train,89,000088.png,data/processed/milestone_3/images/kitti/train/000088.png,000088.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000088.txt,1,False,54,e55b8809e638c2173647189a2a067ceeffb3c9ca352ca055ce533ec16f5afe35
kitti_train,90,000089.png,data/processed/milestone_3/images/kitti/train/000089.png,000089.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000089.txt,6,False,324,3b1729badc953d063b51b55e3c0317c16715a9b3e829f3a391f670becd494750
kitti_train,91,000090.png,data/processed/milestone_3/images/kitti/train/000090.png,000090.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000090.txt,1,False,54,35612867c63f1f1a0e867074a343cb16798e8002b2362a7a31cc1a7ccfdac2a4
kitti_train,92,000091.png,data/processed/milestone_3/images/kitti/train/000091.png,000091.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000091.txt,2,False,108,031620e8544d32ed6fbc1d391d85a1e5cfc5f3a538d2a2816210e16fc2664cc2
kitti_train,94,000093.png,data/processed/milestone_3/images/kitti/train/000093.png,000093.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000093.txt,6,False,324,dbaed6d809061b04442e3134c150e86f09b9bb082f456c16c46a32c0cbd14f79
kitti_train,95,000094.png,data/processed/milestone_3/images/kitti/train/000094.png,000094.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000094.txt,1,False,54,4c2c1bb643e4f8348fcb1b2747e3fa9f7942f7980965c0aa1523d14564a4b821
kitti_train,96,000095.png,data/processed/milestone_3/images/kitti/train/000095.png,000095.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000095.txt,15,False,810,6693eee65547aa5903df561f44ebd3abf4d3079c2e8796d6acf4282d7c82e5d3
kitti_train,97,000096.png,data/processed/milestone_3/images/kitti/train/000096.png,000096.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000096.txt,5,False,270,a7c436fbbca305260de201c56be00820548a4a8ef825b2d4b31c9f31416d7789
kitti_train,101,000100.png,data/processed/milestone_3/images/kitti/train/000100.png,000100.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000100.txt,4,False,216,28873205e2b57217b129e7b7fc42f71338a5ce5a0a3883b629540f4ee0b6146e
kitti_train,102,000101.png,data/processed/milestone_3/images/kitti/train/000101.png,000101.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000101.txt,3,False,162,3c45d8f4665ec2c67d21103f72587882180e8f52b186978315ce6cd6b22ffcc3
kitti_train,103,000102.png,data/processed/milestone_3/images/kitti/train/000102.png,000102.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000102.txt,2,False,108,044af2329254ba059421703562833cca4acec856e1605dd3c10965df1e08610b
kitti_train,104,000103.png,data/processed/milestone_3/images/kitti/train/000103.png,000103.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000103.txt,1,False,54,5b3e61ab999ad47842737d0fc8fde5f9871da83fd18c5ac060a4c72330a6893b
kitti_train,105,000104.png,data/processed/milestone_3/images/kitti/train/000104.png,000104.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000104.txt,7,False,378,69ce52c4767ae602d896f9a1c431512a2353796aadde3d35ad3da2e9d1e16241
kitti_train,106,000105.png,data/processed/milestone_3/images/kitti/train/000105.png,000105.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000105.txt,2,False,108,ec00c3da5d3c6a279775145127417acc4055d8953cd4a7cc896b32205b303166
kitti_train,107,000106.png,data/processed/milestone_3/images/kitti/train/000106.png,000106.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000106.txt,4,False,216,0922eaf2df927cd6247f5e29bf5e4e206c75206b3970347af71812c1bafec8e9
kitti_train,109,000108.png,data/processed/milestone_3/images/kitti/train/000108.png,000108.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000108.txt,2,False,108,a1d1ff51f25ca27aaf3a02d952bc66a0e25e1a3a0e3625cbe0975681548606a7
kitti_train,110,000109.png,data/processed/milestone_3/images/kitti/train/000109.png,000109.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000109.txt,1,False,54,ccf37384eedd9921315fcc8e62c33f2ceecc47d59c43154d5aae29455142723f
kitti_train,111,000110.png,data/processed/milestone_3/images/kitti/train/000110.png,000110.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000110.txt,12,False,648,5a7fc0ff9b77170bebb11eabe37b47a2b8a7e142e5c37572ede7264b471fc546
kitti_train,112,000111.png,data/processed/milestone_3/images/kitti/train/000111.png,000111.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000111.txt,14,False,756,97f2ac2cf7b7bbce959c25eb95795d8f4e7f7a3b81391601bc4b5abd6c273655
kitti_train,113,000112.png,data/processed/milestone_3/images/kitti/train/000112.png,000112.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000112.txt,10,False,540,29e302e47c7836d20a8fdcae8658bc3b62bd947b33cdd68055aa375ae18744ed
kitti_train,114,000113.png,data/processed/milestone_3/images/kitti/train/000113.png,000113.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000113.txt,15,False,810,6a1cea90b991d064f33904a32215ea0d976dd78afa91d244811d5c2c60bdd752
kitti_train,115,000114.png,data/processed/milestone_3/images/kitti/train/000114.png,000114.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000114.txt,12,False,648,c8a35074050562df3d20d8f55e0aa972e20f399566c6a3495b46f3df4bca0aa9
kitti_train,116,000115.png,data/processed/milestone_3/images/kitti/train/000115.png,000115.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000115.txt,1,False,54,b08b4c0ea7d1655aadc713f429323bc1ca1e41fd1c85593891c88655c8595fe9
kitti_train,117,000116.png,data/processed/milestone_3/images/kitti/train/000116.png,000116.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000116.txt,4,False,216,d53316a1be800591d37a16540b0e16cdc0bafe706648f15261181c9052aac628
kitti_train,118,000117.png,data/processed/milestone_3/images/kitti/train/000117.png,000117.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000117.txt,8,False,432,830756ec1b6e437dfb3ef235e500dd9a4e1464b562ac8edc95cdfda59e269930
kitti_train,119,000118.png,data/processed/milestone_3/images/kitti/train/000118.png,000118.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000118.txt,5,False,270,5deb872a5f98103eb3831a983f28256ffedbc3d91d124254d1a54f8b5b5dcec3
kitti_train,120,000119.png,data/processed/milestone_3/images/kitti/train/000119.png,000119.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000119.txt,5,False,270,411ebf30c0e2fcdb62d48b0ecd26a8ee631878572f640f262046dda6df4f0298
kitti_train,121,000120.png,data/processed/milestone_3/images/kitti/train/000120.png,000120.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000120.txt,10,False,540,43dbb69418c6d5997694728f4c0db5a3913f3334e30813aa7b443357a292bd46
kitti_train,122,000121.png,data/processed/milestone_3/images/kitti/train/000121.png,000121.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000121.txt,4,False,216,1b204bb4167b6c51dfad527fcdfe69bb6bcbfcd3504de5f962eb7166a7b1d688
kitti_train,123,000122.png,data/processed/milestone_3/images/kitti/train/000122.png,000122.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000122.txt,2,False,108,1d3c8dfdf89935fa42064cde6629e10e0924a4994de162aac0fcd392639a83be
kitti_train,124,000123.png,data/processed/milestone_3/images/kitti/train/000123.png,000123.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000123.txt,1,False,54,97bf8b5037718422c139921dbb6bd81b578c21fa0ebddf7990e662e54f51acaa
kitti_train,126,000125.png,data/processed/milestone_3/images/kitti/train/000125.png,000125.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000125.txt,7,False,378,77fd84ef2127f3e12f2c6f6514ff369e3f3bf5525ece30e03c492a3f892712b7
kitti_train,127,000126.png,data/processed/milestone_3/images/kitti/train/000126.png,000126.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000126.txt,2,False,108,87b5152f678a103b3d6bc1ff8eef41440a79648d7766e168fe1a48690bb43d43
kitti_train,128,000127.png,data/processed/milestone_3/images/kitti/train/000127.png,000127.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000127.txt,11,False,594,6a6f0947b2678d7f83905ac263924a3f54eb12c6a60152b3e34483df0cfacec4
kitti_train,130,000129.png,data/processed/milestone_3/images/kitti/train/000129.png,000129.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000129.txt,6,False,324,91893cba09168064f5a50feab0a71bd95fff26d73ab58f14634ab0fa347970a1
kitti_train,131,000130.png,data/processed/milestone_3/images/kitti/train/000130.png,000130.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000130.txt,1,False,54,998e9c711e221d3bae2ee26db95939a725cfdf572f5909044b62d43cdfe7b0d2
kitti_train,132,000131.png,data/processed/milestone_3/images/kitti/train/000131.png,000131.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000131.txt,7,False,378,78275c0ba5732bd73676150413941cb865334e3b02fa44f4d0c1f53b64e6179d
kitti_train,134,000133.png,data/processed/milestone_3/images/kitti/train/000133.png,000133.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000133.txt,1,False,54,057c71ea8bb1197c7f0f3f0f19c8a3905db518973bcd62b131a61f6783c452ab
kitti_train,135,000134.png,data/processed/milestone_3/images/kitti/train/000134.png,000134.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000134.txt,15,False,810,980b94c68e484653c84582fea9b0b193b7b9959c77affaad44bc8db9fc978680
kitti_train,136,000135.png,data/processed/milestone_3/images/kitti/train/000135.png,000135.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000135.txt,8,False,432,a5f97aceb95ea4d44601206900b4862bbfd3c29d20e5e1c7292447651ca121a5
kitti_train,137,000136.png,data/processed/milestone_3/images/kitti/train/000136.png,000136.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000136.txt,6,False,324,c1ddaeace03b4adc57b9d3da79bb105f5e3a7173b9fb864fad1b9d8a6fc0bd69
kitti_train,138,000137.png,data/processed/milestone_3/images/kitti/train/000137.png,000137.txt,data/processed/milestone_3/annotations/yolo/kitti/train/000137.txt,5,False,270,ebdf0c8ff9bb761b32292999a77b3eef6c7255eb994f1a8ec7eda8a5a474390d
