partition,global_image_id,image_filename,coco_annotation_count,yolo_row_count,matched_box_count,class_count_mismatch,maximum_normalized_error,maximum_pixel_error,minimum_iou,image_passed
kitti_train,32,000031.png,6,6,6,False,4.4531253684532146e-11,3.25999849337677e-08,0.9999999954868288,True
kitti_train,34,000033.png,2,2,2,False,4.93749763297302e-11,3.200000264769187e-08,0.9999999915060317,True
kitti_train,35,000034.png,2,2,2,False,3.328126663149078e-11,2.9000005952184438e-08,0.9999999947958869,True
kitti_train,37,000036.png,7,7,7,False,4.5312531504748677e-11,3.2100047064886894e-08,0.9999999947705149,True
kitti_train,39,000038.png,12,12,12,False,4.7656253943095805e-11,3.849999075100641e-08,0.9999999932649135,True
kitti_train,40,000039.png,6,6,6,False,4.679678866637005e-11,4.1799978589551756e-08,0.9999999944798362,True
kitti_train,41,000040.png,2,2,2,False,3.7812496189726374e-11,2.8700014809146523e-08,0.9999999947039105,True
kitti_train,42,000041.png,1,1,1,False,2.2968751900442896e-11,1.4699999439926614e-08,0.9999999995889979,True
kitti_train,44,000043.png,4,4,4,False,4.718749696541735e-11,3.0199998946045525e-08,0.9999999977540791,True
kitti_train,45,000044.png,2,2,2,False,4.8593740142877095e-11,3.109997237515927e-08,0.9999999988748988,True
kitti_train,46,000045.png,6,6,6,False,4.617189963695978e-11,3.200000264769187e-08,0.9999999946535203,True
kitti_train,47,000046.png,6,6,6,False,4.9531240220446193e-11,3.200005949111073e-08,0.999999994798427,True
kitti_train,49,000048.png,4,4,4,False,4.8359427573529956e-11,3.4200013487861725e-08,0.9999999943196373,True
kitti_train,50,000049.png,18,18,18,False,4.8593754020664903e-11,4.35999822911981e-08,0.9999999923851906,True
kitti_train,51,000050.png,5,5,5,False,4.109376727789993e-11,3.200000264769187e-08,0.9999999956122839,True
kitti_train,52,000051.png,2,2,2,False,4.90625005900025e-11,3.200000264769187e-08,0.9999999952199665,True
kitti_train,54,000053.png,7,7,7,False,4.914069151595868e-11,3.200005949111073e-08,0.9999999960733988,True
kitti_train,55,000054.png,1,1,1,False,4.726563584966925e-11,2.4200005555030657e-08,0.99999999887946,True
kitti_train,56,000055.png,5,5,5,False,4.640625383967034e-11,3.200005949111073e-08,0.9999999968418072,True
kitti_train,57,000056.png,1,1,1,False,4.2656250059947e-11,3.609994791986537e-08,0.9999999937139679,True
kitti_train,58,000057.png,3,3,3,False,3.773437118326228e-11,2.8199963253427995e-08,0.9999999907467574,True
kitti_train,59,000058.png,1,1,1,False,4.312498969039069e-11,2.7599995178206882e-08,0.999999999068967,True
kitti_train,60,000059.png,5,5,5,False,4.8671844332659475e-11,4.620000026989146e-08,0.9999999927497953,True
kitti_train,62,000061.png,5,5,5,False,4.8750004033593086e-11,3.200000264769187e-08,0.9999999960591358,True
kitti_train,63,000062.png,5,5,5,False,4.8437476252161105e-11,3.740001375263091e-08,0.9999999905982339,True
kitti_train,64,000063.png,4,4,4,False,4.1875003464753036e-11,3.200000264769187e-08,0.9999999962258377,True
kitti_train,65,000064.png,4,4,4,False,4.625000382674216e-11,4.259999286659877e-08,0.9999999970492592,True
kitti_train,67,000066.png,2,2,2,False,3.882816290712299e-11,2.210000360491904e-08,0.9999999964087443,True
kitti_train,68,000067.png,6,6,6,False,4.734374003945163e-11,3.200000264769187e-08,0.9999999939606768,True
kitti_train,69,000068.png,12,12,12,False,4.67187399877389e-11,4.250000529282261e-08,0.9999999949231413,True
kitti_train,70,000069.png,2,2,2,False,4.921874019458983e-11,2.4100017981254496e-08,0.9999999927435503,True
kitti_train,71,000070.png,1,1,1,False,4.1250003413040304e-11,2.7400062663218705e-08,0.9999999991623795,True
kitti_train,72,000071.png,1,1,1,False,3.335942633242439e-11,2.1300003538726742e-08,0.9999999975978349,True
kitti_train,73,000072.png,3,3,3,False,4.781250395602399e-11,3.200000264769187e-08,0.9999999959903233,True
kitti_train,74,000073.png,7,7,7,False,4.7578163631101233e-11,3.200000264769187e-08,0.9999999899253232,True
kitti_train,75,000074.png,3,3,3,False,4.9687504111162184e-11,4.2399960875627585e-08,0.9999999988000735,True
kitti_train,76,000075.png,5,5,5,False,4.7656323332034844e-11,2.8600027235370362e-08,0.9999999971968215,True
kitti_train,77,000076.png,9,9,9,False,4.968749717226828e-11,4.3699998286683694e-08,0.9999999914624791,True
kitti_train,78,000077.png,1,1,1,False,3.328124928425602e-11,2.1299999986013063e-08,0.9999999980208026,True
kitti_train,80,000079.png,6,6,6,False,4.718747614873564e-11,3.200000264769187e-08,0.9999999974896732,True
kitti_train,82,000081.png,2,2,2,False,4.5468739884313436e-11,3.200000264769187e-08,0.9999999931248593,True
kitti_train,83,000082.png,2,2,2,False,4.6250000357295207e-11,4.289995558792725e-08,0.9999999896449562,True
kitti_train,85,000084.png,2,2,2,False,3.578126683834171e-11,3.200000264769187e-08,0.999999996129588,True
kitti_train,86,000085.png,4,4,4,False,4.781250395602399e-11,3.200000264769187e-08,0.9999999979401554,True
kitti_train,88,000087.png,6,6,6,False,4.1562496500002766e-11,3.389999392311438e-08,0.9999999935455324,True
kitti_train,89,000088.png,1,1,1,False,4.734374003945163e-11,3.200000264769187e-08,0.9999999981969233,True
kitti_train,90,000089.png,6,6,6,False,4.249998963867796e-11,3.4300001061637886e-08,0.9999999951325593,True
kitti_train,91,000090.png,1,1,1,False,4.562500377502943e-11,2.920000952144619e-08,0.9999999991988553,True
kitti_train,92,000091.png,2,2,2,False,4.515625373624488e-11,3.200005949111073e-08,0.9999999955691979,True
kitti_train,94,000093.png,6,6,6,False,4.4375059182755194e-11,3.880001031575375e-08,0.9999999946019623,True
kitti_train,95,000094.png,1,1,1,False,3.335942633242439e-11,3.200000264769187e-08,0.9999999985079261,True
kitti_train,96,000095.png,15,15,15,False,4.8593740142877095e-11,3.6199992337060394e-08,0.9999999922548282,True
kitti_train,97,000096.png,5,5,5,False,4.843749012994891e-11,3.099999901223782e-08,0.9999999956353942,True
kitti_train,101,000100.png,4,4,4,False,4.171874651293095e-11,3.200000264769187e-08,0.9999999979371932,True
kitti_train,102,000101.png,3,3,3,False,3.3515627773095247e-11,3.200000264769187e-08,0.9999999975454212,True
kitti_train,103,000102.png,2,2,2,False,3.335942633242439e-11,2.1300003538726742e-08,0.9999999968042861,True
kitti_train,104,000103.png,1,1,1,False,3.078124560795814e-11,1.969999630091479e-08,0.9999999992979759,True
kitti_train,105,000104.png,7,7,7,False,4.7812531711599604e-11,3.270002935096272e-08,0.9999999923120391,True
kitti_train,106,000105.png,2,2,2,False,4.234390615920347e-11,3.6200106023898115e-08,0.9999999953831673,True
kitti_train,107,000106.png,4,4,4,False,4.796875049950522e-11,3.200000264769187e-08,0.9999999965207902,True
kitti_train,109,000108.png,2,2,2,False,3.687500305105118e-11,3.200000264769187e-08,0.9999999985117205,True
kitti_train,110,000109.png,1,1,1,False,4.5703107964811807e-11,3.8899997889529914e-08,0.9999999975615015,True
kitti_train,111,000110.png,12,12,12,False,4.9687504111162184e-11,3.4899983347713714e-08,0.9999999950800263,True
kitti_train,112,000111.png,14,14,14,False,4.890643445776277e-11,4.390005869936431e-08,0.9999999900647033,True
kitti_train,113,000112.png,10,10,10,False,4.953137899832427e-11,3.3600002780076466e-08,0.9999999963607303,True
kitti_train,114,000113.png,15,15,15,False,4.867195535496194e-11,4.4300008994468953e-08,0.9999999944748869,True
kitti_train,115,000114.png,12,12,12,False,4.5468739884313436e-11,3.279996008132002e-08,0.9999999949637087,True
kitti_train,116,000115.png,1,1,1,False,3.8593753193261193e-11,2.4700000267330324e-08,0.9999999956878796,True
kitti_train,117,000116.png,4,4,4,False,4.992189994723617e-11,3.91999606108584e-08,0.9999999956504102,True
kitti_train,118,000117.png,8,8,8,False,4.968747635558657e-11,3.2800073768157745e-08,0.9999999961377467,True
kitti_train,119,000118.png,5,5,5,False,4.992184443608494e-11,4.459997171579744e-08,0.9999999955758831,True
kitti_train,120,000119.png,5,5,5,False,4.4531253684532146e-11,3.200005949111073e-08,0.9999999949470464,True
kitti_train,121,000120.png,10,10,10,False,4.828125399480854e-11,3.5500022477208404e-08,0.9999999964135633,True
kitti_train,122,000121.png,4,4,4,False,4.890625057707432e-11,3.469997977845196e-08,0.9999999945878228,True
kitti_train,123,000122.png,2,2,2,False,3.335942633242439e-11,2.240000185338431e-08,0.999999997083524,True
kitti_train,124,000123.png,1,1,1,False,3.328121112033955e-11,2.1299968011589954e-08,0.99999999539973,True
kitti_train,126,000125.png,7,7,7,False,4.640625383967034e-11,3.200005949111073e-08,0.999999994731147,True
kitti_train,127,000126.png,2,2,2,False,3.335931531012193e-11,2.1300024855008814e-08,0.9999999975020333,True
kitti_train,128,000127.png,11,11,11,False,4.9296788873220976e-11,3.329995479361969e-08,0.999999989746098,True
kitti_train,130,000129.png,6,6,6,False,4.992184443608494e-11,3.2199977795244195e-08,0.9999999948047191,True
kitti_train,131,000130.png,1,1,1,False,1.8906265442097947e-11,1.2100016988370044e-08,0.9999999995710888,True
kitti_train,132,000131.png,7,7,7,False,4.8750004033593086e-11,3.9099973037082236e-08,0.9999999903727593,True
kitti_train,134,000133.png,1,1,1,False,3.328124928425602e-11,2.1299999986013063e-08,0.9999999973797945,True
kitti_train,135,000134.png,15,15,15,False,4.9687504111162184e-11,4.519999663443741e-08,0.9999999950893828,True
kitti_train,136,000135.png,8,8,8,False,4.812501785966816e-11,3.800000669684778e-08,0.99999999684264,True
kitti_train,137,000136.png,6,6,6,False,4.1640579873103434e-11,3.599996034608921e-08,0.9999999940737975,True
kitti_train,138,000137.png,5,5,5,False,4.0156239444755215e-11,3.200000264769187e-08,0.999999994622481,True
kitti_train,139,000138.png,7,7,7,False,4.6718750396079756e-11,4.409997700349777e-08,0.9999999908213876,True
kitti_train,140,000139.png,3,3,3,False,4.96875318667378e-11,3.750000132640707e-08,0.9999999938484821,True
kitti_train,142,000141.png,1,1,1,False,3.8750003206189376e-11,3.200000264769187e-08,0.9999999981807813,True
kitti_train,143,000142.png,14,14,14,False,4.8437476252161105e-11,3.870002274197759e-08,0.9999999939247131,True
kitti_train,144,000143.png,4,4,4,False,4.687500387845489e-11,3.200005949111073e-08,0.9999999952032098,True
kitti_train,145,000144.png,7,7,7,False,4.8984372114091457e-11,4.409997700349777e-08,0.9999999939899379,True
kitti_train,146,000145.png,15,15,15,False,4.992184443608494e-11,4.150001586822327e-08,0.9999999910971648,True
kitti_train,149,000148.png,1,1,1,False,4.2109316034100175e-11,2.379994157308829e-08,0.9999999958648886,True
kitti_train,150,000149.png,11,11,11,False,4.8203219193965197e-11,4.32999058830319e-08,0.9999999937863432,True
kitti_train,151,000150.png,4,4,4,False,4.8749948522441855e-11,4.429998057275952e-08,0.9999999938348744,True
kitti_train,152,000151.png,4,4,4,False,4.8359372062378725e-11,3.200000264769187e-08,0.9999999906713914,True
kitti_train,153,000152.png,7,7,7,False,4.9218754072377635e-11,4.620000026989146e-08,0.999999992813542,True
kitti_train,154,000153.png,4,4,4,False,4.593747604531018e-11,2.8899989956698846e-08,0.9999999819193955,True
kitti_train,155,000154.png,9,9,9,False,4.58593718555278e-11,3.389999392311438e-08,0.9999999925114975,True
kitti_train,156,000155.png,4,4,4,False,3.7031239186191556e-11,2.4799987841106486e-08,0.9999999960678024,True
kitti_train,157,000156.png,2,2,2,False,4.320310775796088e-11,3.659994263216504e-08,0.9999999981653312,True
kitti_train,158,000157.png,8,8,8,False,4.921874713348373e-11,3.200005949111073e-08,0.9999999980018793,True
kitti_train,159,000158.png,1,1,1,False,3.335931531012193e-11,2.1299999986013063e-08,0.9999999974939827,True
kitti_train,160,000159.png,8,8,8,False,4.6562503852598525e-11,4.2300001723560854e-08,0.9999999920892872,True
kitti_train,161,000160.png,4,4,4,False,4.789058039023075e-11,3.200005949111073e-08,0.9999999937468604,True
kitti_train,162,000161.png,13,13,13,False,4.874999015580528e-11,3.200000264769187e-08,0.9999999954021769,True
kitti_train,163,000162.png,5,5,5,False,4.546874682320734e-11,3.590000119402248e-08,0.9999999919170282,True
kitti_train,164,000163.png,7,7,7,False,4.9062490181661644e-11,3.200000264769187e-08,0.9999999965968634,True
kitti_train,165,000164.png,4,4,4,False,3.5468752934697534e-11,3.200000264769187e-08,0.9999999944974508,True
kitti_train,167,000166.png,4,4,4,False,4.140624648707458e-11,3.200000087133503e-08,0.9999999958379858,True
kitti_train,168,000167.png,3,3,3,False,4.156249996944972e-11,3.9700069009995786e-08,0.9999999913439284,True
kitti_train,169,000168.png,5,5,5,False,4.8515635953094716e-11,3.4899983347713714e-08,0.9999999948923993,True
kitti_train,171,000170.png,3,3,3,False,4.73436845283004e-11,2.789994368868065e-08,0.9999999897123497,True
kitti_train,172,000171.png,4,4,4,False,4.0312503335471206e-11,3.200000264769187e-08,0.999999997999741,True
kitti_train,173,000172.png,9,9,9,False,4.640625383967034e-11,3.200005949111073e-08,0.999999992510728,True
kitti_train,174,000173.png,7,7,7,False,4.4296899481821583e-11,3.5600010050984565e-08,0.9999999960876369,True
kitti_train,177,000176.png,5,5,5,False,4.914069151595868e-11,4.429995215105009e-08,0.9999999960263304,True
kitti_train,178,000177.png,8,8,8,False,4.8671844332659475e-11,3.8299958760035224e-08,0.9999999958632908,True
kitti_train,180,000179.png,2,2,2,False,4.171874651293095e-11,3.109997237515927e-08,0.9999999943376524,True
kitti_train,181,000180.png,2,2,2,False,3.335942633242439e-11,3.199994580427301e-08,0.9999999939732618,True
kitti_train,182,000181.png,13,13,13,False,4.960931665465296e-11,3.590002961573191e-08,0.9999999942578943,True
kitti_train,183,000182.png,3,3,3,False,4.937499020751801e-11,4.0200035300586023e-08,0.9999999955096625,True
kitti_train,184,000183.png,7,7,7,False,4.976563605652018e-11,4.180009227638948e-08,0.9999999923038267,True
kitti_train,186,000185.png,6,6,6,False,4.8593754020664903e-11,3.200005949111073e-08,0.999999995389824,True
kitti_train,187,000186.png,9,9,9,False,4.67187399877389e-11,3.200000264769187e-08,0.9999999946634139,True
kitti_train,188,000187.png,1,1,1,False,3.335931531012193e-11,3.199994580427301e-08,0.9999999979729572,True
kitti_train,189,000188.png,4,4,4,False,4.218758675733625e-11,3.4899983347713714e-08,0.9999999944983031,True
kitti_train,190,000189.png,5,5,5,False,4.9687504111162184e-11,3.180000085478696e-08,0.9999999974135652,True
kitti_train,191,000190.png,4,4,4,False,4.8203219193965197e-11,2.640007323861937e-08,0.999999997666292,True
kitti_train,192,000191.png,10,10,10,False,4.789058039023075e-11,4.20999981542991e-08,0.9999999933446198,True
kitti_train,193,000192.png,7,7,7,False,4.937500408530582e-11,3.819997118625906e-08,0.9999999934703322,True
kitti_train,194,000193.png,1,1,1,False,4.7031253891383074e-11,3.510000112783018e-08,0.9999999989918835,True
kitti_train,195,000194.png,3,3,3,False,3.843758644705986e-11,3.3499986784590874e-08,0.9999999903991273,True
kitti_train,196,000195.png,2,2,2,False,3.335942633242439e-11,3.200000264769187e-08,0.9999999956600197,True
kitti_train,197,000196.png,1,1,1,False,4.500000025386974e-11,3.200000264769187e-08,0.99999999625102,True
kitti_train,200,000199.png,1,1,1,False,4.593750380088579e-11,4.159994659858057e-08,0.9999999979741842,True
kitti_train,201,000200.png,3,3,3,False,4.937505959645705e-11,3.199994580427301e-08,0.9999999966626235,True
kitti_train,203,000202.png,1,1,1,False,4.6250000357295207e-11,2.9599998896401303e-08,0.9999999950379845,True
kitti_train,204,000203.png,3,3,3,False,4.281253129789775e-11,3.459996378296637e-08,0.9999999945547099,True
kitti_train,205,000204.png,4,4,4,False,3.335931531012193e-11,3.200000264769187e-08,0.9999999945845218,True
kitti_train,206,000205.png,2,2,2,False,4.8203108171662734e-11,3.200000264769187e-08,0.9999999943227068,True
kitti_train,208,000207.png,4,4,4,False,4.726552482736679e-11,2.6499996863549313e-08,0.9999999897549735,True
kitti_train,209,000208.png,3,3,3,False,4.1953107654535415e-11,3.200000264769187e-08,0.9999999948971853,True
kitti_train,211,000210.png,6,6,6,False,4.703126776917088e-11,3.200005949111073e-08,0.9999999949393565,True
kitti_train,212,000211.png,8,8,8,False,4.828125399480854e-11,3.200005949111073e-08,0.999999994567835,True
kitti_train,214,000213.png,10,10,10,False,4.6874976122879275e-11,3.200005949111073e-08,0.9999999962993439,True
kitti_train,217,000216.png,5,5,5,False,4.375000361989123e-11,3.200000264769187e-08,0.9999999966216876,True
kitti_train,218,000217.png,8,8,8,False,4.4375059182755194e-11,4.219998572807526e-08,0.9999999929958481,True
kitti_train,220,000219.png,4,4,4,False,4.023437139011321e-11,3.6900019040331244e-08,0.9999999957166947,True
kitti_train,221,000220.png,2,2,2,False,3.945310744768449e-11,2.979999180752202e-08,0.9999999929397008,True
kitti_train,222,000221.png,3,3,3,False,4.8593740142877095e-11,3.200000264769187e-08,0.9999999977546692,True
kitti_train,223,000222.png,7,7,7,False,4.695310806823727e-11,3.389999392311438e-08,0.9999999939373575,True
kitti_train,225,000224.png,1,1,1,False,3.984373941889885e-11,2.1299999986013063e-08,0.9999999960263682,True
kitti_train,226,000225.png,5,5,5,False,3.914063517740374e-11,2.8800002382922685e-08,0.9999999931953567,True
kitti_train,227,000226.png,9,9,9,False,4.750000393016762e-11,4.460001434836158e-08,0.9999999954772127,True
kitti_train,229,000228.png,5,5,5,False,4.710937195895326e-11,3.949998017560574e-08,0.9999999944760866,True
kitti_train,230,000229.png,1,1,1,False,2.4062501990940177e-11,1.5400001274201713e-08,0.9999999988747896,True
kitti_train,231,000230.png,3,3,3,False,4.421875365867578e-11,3.200000264769187e-08,0.999999997677207,True
kitti_train,232,000231.png,5,5,5,False,4.289063548768013e-11,2.4700000267330324e-08,0.9999999949638424,True
kitti_train,233,000232.png,2,2,2,False,3.335931531012193e-11,2.1300024855008814e-08,0.9999999977523804,True
kitti_train,234,000233.png,2,2,2,False,4.312500009873155e-11,3.199994580427301e-08,0.9999999941720757,True
kitti_train,235,000234.png,7,7,7,False,4.984374024630256e-11,3.7000006614107406e-08,0.9999999963348952,True
kitti_train,236,000235.png,4,4,4,False,4.94531082750882e-11,3.4999999343199306e-08,0.9999999950198218,True
kitti_train,237,000236.png,9,9,9,False,4.968751798894999e-11,3.40000383403094e-08,0.9999999953304831,True
kitti_train,238,000237.png,3,3,3,False,4.593750033143884e-11,2.9400000656210068e-08,0.9999999951475333,True
kitti_train,239,000238.png,3,3,3,False,4.8593684631725864e-11,3.0799981232121354e-08,0.9999999928753677,True
kitti_train,240,000239.png,2,2,2,False,3.335931531012193e-11,2.4700000267330324e-08,0.9999999960562055,True
kitti_train,242,000241.png,2,2,2,False,4.593750033143884e-11,3.200000264769187e-08,0.9999999913974298,True
kitti_train,243,000242.png,3,3,3,False,3.945316295883572e-11,3.200000264769187e-08,0.9999999966642815,True
kitti_train,244,000243.png,5,5,5,False,4.6562503852598525e-11,4.269998044037493e-08,0.9999999961998565,True
kitti_train,245,000244.png,10,10,10,False,4.312494805702727e-11,3.640002432803158e-08,0.9999999955513558,True
kitti_train,246,000245.png,5,5,5,False,4.953126797602181e-11,4.3899945012526587e-08,0.9999999941838145,True
kitti_train,247,000246.png,7,7,7,False,4.999999025923074e-11,4.35999822911981e-08,0.9999999955785532,True
kitti_train,248,000247.png,1,1,1,False,3.328124928425602e-11,2.1299999986013063e-08,0.9999999966796335,True
kitti_train,250,000249.png,8,8,8,False,4.937500408530582e-11,4.2499983976540534e-08,0.9999999965871913,True
kitti_train,251,000250.png,3,3,3,False,3.335942633242439e-11,2.350000194439872e-08,0.9999999969800718,True
kitti_train,252,000251.png,2,2,2,False,4.140624648707458e-11,2.790000053209951e-08,0.99999999851717,True
kitti_train,253,000252.png,4,4,4,False,4.406253140132321e-11,3.810004045590176e-08,0.999999993552543,True
kitti_train,254,000253.png,3,3,3,False,4.421875018922883e-11,3.200000264769187e-08,0.999999992453955,True
kitti_train,255,000254.png,11,11,11,False,4.843750400773672e-11,4.1700019437485025e-08,0.9999999950581557,True
kitti_train,257,000256.png,3,3,3,False,4.593749686199189e-11,3.200000264769187e-08,0.9999999968661026,True
kitti_train,258,000257.png,2,2,2,False,3.7343746150941826e-11,3.200000264769187e-08,0.9999999962141377,True
kitti_train,259,000258.png,5,5,5,False,4.593753155646141e-11,3.750000132640707e-08,0.9999999944670833,True
kitti_train,260,000259.png,4,4,4,False,4.687500387845489e-11,3.7599988900183234e-08,0.9999999971946475,True
kitti_train,261,000260.png,2,2,2,False,3.335942633242439e-11,3.199994580427301e-08,0.9999999933937322,True
kitti_train,262,000261.png,4,4,4,False,4.484374677149461e-11,3.200000264769187e-08,0.9999999949931313,True
kitti_train,264,000263.png,1,1,1,False,4.8593740142877095e-11,3.109999369144134e-08,0.9999999992317673,True
kitti_train,265,000264.png,17,17,17,False,4.8437497068842816e-11,3.5000027764908737e-08,0.9999999949828035,True
kitti_train,266,000265.png,5,5,5,False,4.8124998777709926e-11,3.199994580427301e-08,0.9999999940023427,True
kitti_train,267,000266.png,11,11,11,False,4.718753165988687e-11,4.490001970225421e-08,0.9999999920932658,True
kitti_train,268,000267.png,3,3,3,False,4.2343739625749777e-11,3.200000264769187e-08,0.9999999960828049,True
kitti_train,269,000268.png,3,3,3,False,4.789058039023075e-11,3.200000264769187e-08,0.9999999973610448,True
kitti_train,270,000269.png,7,7,7,False,4.796875396895217e-11,3.7599988900183234e-08,0.9999999963382037,True
kitti_train,271,000270.png,3,3,3,False,3.335931531012193e-11,2.1300001762369902e-08,0.9999999976241946,True
kitti_train,273,000272.png,1,1,1,False,3.328115560918832e-11,2.1299968011589954e-08,0.99999999569047,True
kitti_train,274,000273.png,14,14,14,False,4.7812497017130084e-11,4.089997673872858e-08,0.999999993645213,True
kitti_train,277,000276.png,5,5,5,False,4.6718750396079756e-11,3.200000264769187e-08,0.9999999947663769,True
kitti_train,278,000277.png,10,10,10,False,4.9531254098234e-11,3.9099973037082236e-08,0.9999999966146309,True
kitti_train,279,000278.png,2,2,2,False,4.5624948263878196e-11,3.469995135674253e-08,0.9999999923981927,True
kitti_train,280,000279.png,7,7,7,False,4.984374024630256e-11,3.9999989098760125e-08,0.9999999962917029,True
kitti_train,281,000280.png,2,2,2,False,4.2343753503537584e-11,2.8900046800117707e-08,0.9999999960286552,True
kitti_train,282,000281.png,3,3,3,False,4.765621230973238e-11,3.9099916193663375e-08,0.9999999953323313,True
kitti_train,283,000282.png,2,2,2,False,4.5156267614032686e-11,3.249999735999154e-08,0.9999999926416142,True
kitti_train,284,000283.png,3,3,3,False,4.7656253943095805e-11,3.199994580427301e-08,0.9999999968746803,True
kitti_train,285,000284.png,9,9,9,False,4.359375360696305e-11,3.200000264769187e-08,0.999999992994048,True
kitti_train,288,000287.png,2,2,2,False,3.335942633242439e-11,2.3800055259926012e-08,0.9999999969992136,True
kitti_train,289,000288.png,1,1,1,False,3.250000268906206e-11,3.11000007968687e-08,0.9999999988059611,True
kitti_train,291,000290.png,1,1,1,False,4.703124695248917e-11,3.049999008908344e-08,0.9999999989774853,True
kitti_train,292,000291.png,4,4,4,False,4.2968753555250316e-11,3.200000264769187e-08,0.9999999946018419,True
kitti_train,293,000292.png,2,2,2,False,3.437500110947678e-11,2.2000000043931323e-08,0.9999999935833924,True
kitti_train,295,000294.png,1,1,1,False,4.8359372062378725e-11,3.2200006216953625e-08,0.9999999986317368,True
kitti_train,297,000296.png,5,5,5,False,4.6093753813813976e-11,3.200005949111073e-08,0.9999999970177055,True
kitti_train,298,000297.png,6,6,6,False,4.242189932668339e-11,3.200000264769187e-08,0.9999999912423166,True
kitti_train,300,000299.png,1,1,1,False,3.335942633242439e-11,2.1299999986013063e-08,0.9999999917582612,True
kitti_train,301,000300.png,2,2,2,False,3.6718753038123e-11,3.199994580427301e-08,0.999999996175451,True
kitti_train,303,000302.png,3,3,3,False,4.8984372114091457e-11,2.4200005555030657e-08,0.9999999963810935,True
kitti_train,304,000303.png,7,7,7,False,4.390621199945599e-11,3.200005949111073e-08,0.9999999936665114,True
kitti_train,306,000305.png,5,5,5,False,4.76562470042019e-11,3.0500000747224476e-08,0.9999999948491071,True
kitti_train,308,000307.png,4,4,4,False,4.953126797602181e-11,3.400000991859997e-08,0.999999988680622,True
kitti_train,309,000308.png,5,5,5,False,4.8671899843810706e-11,4.5000007276030374e-08,0.9999999889417707,True
kitti_train,310,000309.png,4,4,4,False,4.625000382674216e-11,2.960000244911498e-08,0.9999999963862382,True
kitti_train,311,000310.png,10,10,10,False,4.359379524032647e-11,3.699999240325269e-08,0.9999999966918408,True
kitti_train,312,000311.png,10,10,10,False,4.5468739884313436e-11,3.5599981629275135e-08,0.999999990646987,True
kitti_train,313,000312.png,5,5,5,False,4.250000351646577e-11,3.319999564155296e-08,0.999999995145636,True
kitti_train,314,000313.png,1,1,1,False,3.328126663149078e-11,2.2100010710346396e-08,0.9999999976457377,True
kitti_train,315,000314.png,4,4,4,False,3.781250312862028e-11,3.1099986586013983e-08,0.9999999955338578,True
